# Oil refining capacity, throughput and utilisation
# capacity_kbd and throughput_kbd in thousand barrels per day; utilisation in percent
# Original source: Energy Institute Statistical Review of World Energy
# Compiled by Muhammad Ikram, https://drmuhammadikram.com/data/refining/
# Free to use. Please cite the original source and this compilation.
iso_numeric,country,year,capacity_kbd,throughput_kbd,utilisation_pct
616,Poland,2019,581.38,545.86,93.89
616,Poland,2020,581.38,515.85,88.73
616,Poland,2021,581.38,497.14,85.51
616,Poland,2022,581.38,535.08,92.04
616,Poland,2023,583.0,501.63,86.04
616,Poland,2024,583.0,519.74,89.15
616,Poland,2025,583.0,519.02,89.03
620,Portugal,1965,24.0,,
620,Portugal,1966,24.0,,
620,Portugal,1967,24.0,,
620,Portugal,1968,24.0,,
620,Portugal,1969,64.0,,
620,Portugal,1970,80.0,,
620,Portugal,1971,80.0,,
620,Portugal,1972,80.0,,
620,Portugal,1973,131.0,,
620,Portugal,1974,131.0,,
620,Portugal,1975,191.0,,
620,Portugal,1976,191.0,,
620,Portugal,1977,191.0,,
620,Portugal,1978,241.0,,
620,Portugal,1979,201.0,,
620,Portugal,1980,201.0,143.0,71.14
620,Portugal,1981,201.0,148.0,73.63
620,Portugal,1982,291.0,148.0,50.86
620,Portugal,1983,291.0,161.0,55.33
620,Portugal,1984,291.0,136.0,46.74
620,Portugal,1985,291.0,134.0,46.05
620,Portugal,1986,291.0,149.0,51.2
620,Portugal,1987,291.0,151.0,51.89
620,Portugal,1988,291.0,150.0,51.55
620,Portugal,1989,291.0,185.0,63.57
620,Portugal,1990,291.0,210.32,72.28
620,Portugal,1991,291.0,192.35,66.1
620,Portugal,1992,291.0,225.65,77.54
620,Portugal,1993,291.0,216.91,74.54
620,Portugal,1994,291.0,271.31,93.23
620,Portugal,1995,291.0,258.14,88.71
620,Portugal,1996,291.0,235.24,80.84
620,Portugal,1997,291.0,247.57,85.08
620,Portugal,1998,291.0,271.37,93.25
620,Portugal,1999,291.0,259.6,89.21
620,Portugal,2000,291.0,232.66,79.95
620,Portugal,2001,306.0,249.74,81.62
620,Portugal,2002,306.0,235.91,77.09
620,Portugal,2003,306.0,253.88,82.97
620,Portugal,2004,306.0,254.25,83.09
620,Portugal,2005,306.49,263.24,85.89
620,Portugal,2006,306.49,265.39,86.59
620,Portugal,2007,306.49,247.29,80.68
620,Portugal,2008,306.49,241.25,78.71
620,Portugal,2009,306.49,208.98,68.18
620,Portugal,2010,306.49,226.87,74.02
620,Portugal,2011,306.49,206.34,67.32
620,Portugal,2012,330.0,221.38,67.09
620,Portugal,2013,330.0,239.22,72.49
620,Portugal,2014,330.0,216.73,65.67
620,Portugal,2015,330.0,278.08,84.27
620,Portugal,2016,330.0,278.54,84.41
620,Portugal,2017,330.0,283.9,86.03
620,Portugal,2018,330.0,251.82,76.31
620,Portugal,2019,330.0,223.27,67.66
620,Portugal,2020,330.0,218.35,66.17
620,Portugal,2021,225.0,190.75,84.78
620,Portugal,2022,225.0,203.68,90.52
620,Portugal,2023,225.0,189.34,84.15
620,Portugal,2024,220.9,215.8,97.69
620,Portugal,2025,220.9,211.0,95.52
634,Qatar,1965,0.95,,
634,Qatar,1966,0.95,,
634,Qatar,1967,0.95,,
634,Qatar,1968,0.95,,
634,Qatar,1969,0.95,,
634,Qatar,1970,0.95,,
634,Qatar,1971,0.95,,
634,Qatar,1972,1.0,,
634,Qatar,1973,1.0,,
634,Qatar,1974,7.0,,
634,Qatar,1975,7.0,,
634,Qatar,1976,9.0,,
634,Qatar,1977,10.0,,
634,Qatar,1978,11.0,,
634,Qatar,1979,11.0,,
634,Qatar,1980,13.0,7.61,58.54
634,Qatar,1981,13.0,8.64,66.43
634,Qatar,1982,12.0,8.23,68.61
634,Qatar,1983,63.0,9.24,14.66
634,Qatar,1984,56.0,15.7,28.04
634,Qatar,1985,56.0,26.31,46.98
634,Qatar,1986,62.0,33.32,53.74
634,Qatar,1987,62.0,36.77,59.31
634,Qatar,1988,62.0,43.82,70.68
634,Qatar,1989,62.0,53.4,86.13
634,Qatar,1990,62.0,60.99,98.37
634,Qatar,1991,60.0,54.28,90.47
634,Qatar,1992,60.0,58.18,96.97
634,Qatar,1993,58.0,53.92,92.97
634,Qatar,1994,58.0,63.06,108.72
634,Qatar,1995,62.0,60.45,97.5
634,Qatar,1996,62.0,67.65,109.12
634,Qatar,1997,62.0,63.86,103.0
634,Qatar,1998,62.0,69.48,112.07
634,Qatar,1999,62.0,68.08,109.8
634,Qatar,2000,62.0,63.57,102.53
634,Qatar,2001,62.0,60.25,97.17
634,Qatar,2002,137.0,117.45,85.73
634,Qatar,2003,137.0,126.71,92.49
634,Qatar,2004,137.0,120.7,88.1
634,Qatar,2005,137.0,114.59,83.64
634,Qatar,2006,137.0,130.07,94.94
634,Qatar,2007,137.0,149.42,109.07
634,Qatar,2008,137.0,144.64,105.58
634,Qatar,2009,283.0,157.7,55.72
634,Qatar,2010,283.0,294.39,104.02
634,Qatar,2011,283.0,278.31,98.34
634,Qatar,2012,283.0,292.15,103.23
634,Qatar,2013,283.0,269.71,95.3
634,Qatar,2014,283.0,260.77,92.14
634,Qatar,2015,283.0,252.72,89.3
634,Qatar,2016,429.0,279.97,65.26
634,Qatar,2017,429.0,378.57,88.24
634,Qatar,2018,429.0,405.65,94.56
634,Qatar,2019,429.0,386.75,90.15
634,Qatar,2020,429.0,335.16,78.13
634,Qatar,2021,429.0,357.16,83.25
634,Qatar,2022,429.0,394.09,91.86
634,Qatar,2023,429.0,398.47,92.88
634,Qatar,2024,429.0,397.11,92.57
634,Qatar,2025,429.0,363.44,84.72
642,Romania,1965,241.0,,
642,Romania,1966,241.0,,
642,Romania,1967,281.0,,
642,Romania,1968,280.0,,
642,Romania,1969,301.0,,
642,Romania,1970,321.0,,
642,Romania,1971,337.0,,
642,Romania,1972,336.0,,
642,Romania,1973,372.0,,
642,Romania,1974,402.0,,
642,Romania,1975,402.0,,
642,Romania,1976,471.0,,
642,Romania,1977,510.0,,
642,Romania,1978,538.0,,
642,Romania,1979,583.0,,
642,Romania,1980,618.0,548.75,88.79
642,Romania,1981,618.0,540.61,87.48
642,Romania,1982,618.0,530.97,85.92
642,Romania,1983,618.0,521.33,84.36
642,Romania,1984,618.0,510.3,82.57
642,Romania,1985,618.0,496.03,80.26
642,Romania,1986,618.0,537.68,87.0
642,Romania,1987,618.0,595.84,96.41
642,Romania,1988,678.0,588.4,86.79
642,Romania,1989,698.0,614.82,88.08
642,Romania,1990,698.0,475.22,68.08
642,Romania,1991,698.0,305.07,43.71
642,Romania,1992,597.0,259.79,43.52
642,Romania,1993,567.0,267.74,47.22
642,Romania,1994,532.0,296.09,55.66
642,Romania,1995,532.0,306.43,57.6
642,Romania,1996,528.0,268.89,50.93
642,Romania,1997,525.0,249.64,47.55
642,Romania,1998,512.0,251.43,49.11
642,Romania,1999,438.0,198.71,45.37
642,Romania,2000,391.0,212.27,54.29
642,Romania,2001,461.0,231.05,50.12
642,Romania,2002,421.0,242.21,57.53
642,Romania,2003,675.0,217.91,32.28
642,Romania,2004,609.0,258.11,42.38
642,Romania,2005,655.0,279.1,42.61
642,Romania,2006,655.0,266.29,40.65
642,Romania,2007,655.0,261.19,39.88
642,Romania,2008,358.03,259.97,72.61
642,Romania,2009,283.1,225.12,79.52
642,Romania,2010,246.79,201.83,81.78
642,Romania,2011,228.9,194.3,84.88
642,Romania,2012,213.53,182.27,85.36
642,Romania,2013,235.44,188.97,80.26
642,Romania,2014,228.46,209.96,91.9
642,Romania,2015,238.98,207.89,86.99
642,Romania,2016,255.93,228.49,89.28
642,Romania,2017,246.57,229.28,92.99
642,Romania,2018,253.96,233.39,91.9
642,Romania,2019,251.63,244.42,97.13
642,Romania,2020,239.16,210.74,88.12
642,Romania,2021,251.63,200.49,79.68
642,Romania,2022,251.63,234.59,93.23
642,Romania,2023,251.63,206.54,82.08
642,Romania,2024,242.65,220.0,90.66
642,Romania,2025,255.1,231.37,90.7
643,Russian Federation,1980,6802.0,,
643,Russian Federation,1981,6802.0,,
643,Russian Federation,1982,6972.0,,
643,Russian Federation,1983,7012.0,,
643,Russian Federation,1984,7012.0,,
643,Russian Federation,1985,7072.0,,
643,Russian Federation,1986,7138.0,,
643,Russian Federation,1987,7138.0,,
643,Russian Federation,1988,7138.0,,
643,Russian Federation,1989,7138.0,,
643,Russian Federation,1990,7138.0,5984.49,83.84
643,Russian Federation,1991,7138.0,5753.49,80.6
643,Russian Federation,1992,6606.0,5119.04,77.49
643,Russian Federation,1993,6531.0,4472.97,68.49
643,Russian Federation,1994,6619.0,3739.36,56.49
643,Russian Federation,1995,6612.0,3660.54,55.36
643,Russian Federation,1996,6560.0,3522.32,53.69
643,Russian Federation,1997,6277.0,3550.93,56.57
643,Russian Federation,1998,6028.0,3293.46,54.64
643,Russian Federation,1999,5536.0,3380.98,61.07
643,Russian Federation,2000,5521.0,3481.27,63.06
643,Russian Federation,2001,5481.0,3584.37,65.4
643,Russian Federation,2002,5389.0,3716.51,68.96
643,Russian Federation,2003,5258.0,3817.06,72.6
643,Russian Federation,2004,5246.0,3912.1,74.57
643,Russian Federation,2005,5313.0,4172.0,78.52
643,Russian Federation,2006,5429.0,4422.74,81.47
643,Russian Federation,2007,5391.0,4597.07,85.27
643,Russian Federation,2008,5333.0,4742.25,88.92
643,Russian Federation,2009,5389.0,4764.82,88.42
643,Russian Federation,2010,5527.0,5017.73,90.79
643,Russian Federation,2011,5673.0,5185.31,91.4
643,Russian Federation,2012,5767.0,5438.46,94.3
643,Russian Federation,2013,6229.0,5635.57,90.47
643,Russian Federation,2014,6366.0,5926.05,93.09
643,Russian Federation,2015,6457.0,5773.31,89.41
643,Russian Federation,2016,6563.0,5714.75,87.08
643,Russian Federation,2017,6590.0,5692.0,86.37
643,Russian Federation,2018,6596.0,5812.0,88.11
643,Russian Federation,2019,6661.0,5790.0,86.92
643,Russian Federation,2020,6746.0,5485.0,81.31
643,Russian Federation,2021,6825.0,5703.0,83.56
643,Russian Federation,2022,6781.0,5511.0,81.27
643,Russian Federation,2023,6738.0,5659.0,83.99
643,Russian Federation,2024,6718.0,5200.0,77.4
643,Russian Federation,2025,6718.0,4900.0,72.94
682,Saudi Arabia,1965,303.0,,
682,Saudi Arabia,1966,335.0,,
682,Saudi Arabia,1967,335.0,,
682,Saudi Arabia,1968,347.0,,
682,Saudi Arabia,1969,347.0,,
682,Saudi Arabia,1970,676.0,,
682,Saudi Arabia,1971,676.0,,
682,Saudi Arabia,1972,676.0,,
682,Saudi Arabia,1973,676.0,,
682,Saudi Arabia,1974,676.0,,
682,Saudi Arabia,1975,703.0,,
682,Saudi Arabia,1976,703.0,,
682,Saudi Arabia,1977,703.0,,
682,Saudi Arabia,1978,645.0,,
682,Saudi Arabia,1979,690.0,,
682,Saudi Arabia,1980,700.0,610.21,87.17
682,Saudi Arabia,1981,820.0,653.13,79.65
682,Saudi Arabia,1982,820.0,742.08,90.5
682,Saudi Arabia,1983,1010.0,851.32,84.29
682,Saudi Arabia,1984,1260.0,855.33,67.88
682,Saudi Arabia,1985,1510.0,1014.93,67.21
682,Saudi Arabia,1986,1540.0,1095.68,71.15
682,Saudi Arabia,1987,1565.0,1336.67,85.41
682,Saudi Arabia,1988,1565.0,1491.96,95.33
682,Saudi Arabia,1989,1915.0,1447.52,75.59
682,Saudi Arabia,1990,1860.0,1512.39,81.31
682,Saudi Arabia,1991,1645.0,1487.19,90.41
682,Saudi Arabia,1992,1660.0,1641.4,98.88
682,Saudi Arabia,1993,1670.0,1618.91,96.94
682,Saudi Arabia,1994,1683.0,1640.9,97.5
682,Saudi Arabia,1995,1692.0,1579.87,93.37
682,Saudi Arabia,1996,1699.0,1777.44,104.62
682,Saudi Arabia,1997,1704.0,1612.26,94.62
682,Saudi Arabia,1998,1762.0,1634.91,92.79
682,Saudi Arabia,1999,1808.0,1616.74,89.42
682,Saudi Arabia,2000,1798.0,1669.2,92.84
682,Saudi Arabia,2001,1805.0,1661.82,92.07
682,Saudi Arabia,2002,1809.0,1627.78,89.98
682,Saudi Arabia,2003,2049.0,1789.28,87.32
682,Saudi Arabia,2004,2074.0,1929.95,93.05
682,Saudi Arabia,2005,2102.0,2001.81,95.23
682,Saudi Arabia,2006,2102.0,1991.51,94.74
682,Saudi Arabia,2007,2102.0,1936.35,92.12
682,Saudi Arabia,2008,2102.0,2018.33,96.02
682,Saudi Arabia,2009,2109.0,1928.11,91.42
682,Saudi Arabia,2010,2109.0,1921.5,91.11
682,Saudi Arabia,2011,2107.0,1883.97,89.41
682,Saudi Arabia,2012,2107.0,1953.26,92.7
682,Saudi Arabia,2013,2507.0,1875.7,74.82
682,Saudi Arabia,2014,2899.0,2200.61,75.91
682,Saudi Arabia,2015,2899.0,2446.99,84.41
682,Saudi Arabia,2016,2901.0,2753.0,94.9
682,Saudi Arabia,2017,2826.0,2802.0,99.15
682,Saudi Arabia,2018,2835.0,2770.0,97.71
682,Saudi Arabia,2019,2905.0,2580.69,88.84
682,Saudi Arabia,2020,2859.0,2178.79,76.21
682,Saudi Arabia,2021,2889.0,2536.44,87.8
682,Saudi Arabia,2022,3224.0,2915.66,90.44
682,Saudi Arabia,2023,3289.0,2707.25,82.31
682,Saudi Arabia,2024,3289.0,2762.49,83.99
682,Saudi Arabia,2025,3289.0,2741.18,83.34
702,Singapore,1965,50.0,,
702,Singapore,1966,79.0,,
702,Singapore,1967,162.0,,
702,Singapore,1968,170.0,,
702,Singapore,1969,180.0,,
702,Singapore,1970,288.0,,
702,Singapore,1971,303.0,,
702,Singapore,1972,490.0,,
702,Singapore,1973,700.0,,
702,Singapore,1974,956.0,,
702,Singapore,1975,923.0,,
702,Singapore,1976,918.0,,
702,Singapore,1977,918.0,,
702,Singapore,1978,958.0,,
702,Singapore,1979,960.0,,
702,Singapore,1980,1063.0,550.0,51.74
702,Singapore,1981,1063.0,600.0,56.44
702,Singapore,1982,1073.0,580.0,54.05
702,Singapore,1983,1083.0,560.0,51.71
702,Singapore,1984,1083.0,560.0,51.71
702,Singapore,1985,1043.0,700.0,67.11
702,Singapore,1986,973.0,750.0,77.08
702,Singapore,1987,903.0,670.0,74.2
702,Singapore,1988,881.0,746.0,84.68
702,Singapore,1989,891.0,840.0,94.28
702,Singapore,1990,933.0,936.0,100.32
702,Singapore,1991,1031.0,959.0,93.02
702,Singapore,1992,1056.0,952.0,90.15
702,Singapore,1993,1098.0,1082.0,98.54
702,Singapore,1994,1133.0,1118.0,98.68
702,Singapore,1995,1175.0,1101.0,93.7
702,Singapore,1996,1175.0,1183.0,100.68
702,Singapore,1997,1200.0,1172.0,97.67
702,Singapore,1998,1220.0,1098.0,90.0
702,Singapore,1999,690.0,933.0,135.22
702,Singapore,2000,1340.0,880.0,65.67
702,Singapore,2001,1365.0,880.0,64.47
702,Singapore,2002,1393.0,825.0,59.22
702,Singapore,2003,1393.0,939.0,67.41
702,Singapore,2004,1406.0,1111.0,79.02
702,Singapore,2005,1420.0,1176.0,82.82
702,Singapore,2006,1422.0,1155.0,81.22
702,Singapore,2007,1427.0,1163.0,81.5
702,Singapore,2008,1427.0,1161.0,81.36
702,Singapore,2009,1427.0,843.72,59.13
702,Singapore,2010,1427.0,978.64,68.58
702,Singapore,2011,1427.0,1034.81,72.52
702,Singapore,2012,1422.0,1019.9,71.72
702,Singapore,2013,1414.0,935.71,66.17
702,Singapore,2014,1514.0,838.97,55.41
702,Singapore,2015,1514.0,900.68,59.49
702,Singapore,2016,1514.0,929.14,61.37
702,Singapore,2017,1514.0,993.59,65.63
702,Singapore,2018,1514.0,984.84,65.05
702,Singapore,2019,1514.0,909.49,60.07
702,Singapore,2020,1514.0,728.2,48.1
702,Singapore,2021,1461.0,739.4,50.61
702,Singapore,2022,1289.0,772.13,59.9
702,Singapore,2023,1289.0,900.68,69.87
702,Singapore,2024,1289.0,959.68,74.45
702,Singapore,2025,1289.0,935.68,72.59
703,Slovakia,1965,68.0,,
703,Slovakia,1966,72.0,,
703,Slovakia,1967,84.0,,
703,Slovakia,1968,94.0,,
703,Slovakia,1969,114.0,,
703,Slovakia,1970,118.0,,
703,Slovakia,1971,145.0,,
703,Slovakia,1972,151.0,,
703,Slovakia,1973,159.0,,
703,Slovakia,1974,159.0,,
703,Slovakia,1975,151.0,,
703,Slovakia,1976,149.0,,
703,Slovakia,1977,143.0,,
703,Slovakia,1978,200.0,,
703,Slovakia,1979,200.0,,
703,Slovakia,1980,200.0,194.79,97.39
703,Slovakia,1981,200.0,180.76,90.38
703,Slovakia,1982,200.0,160.36,80.18
703,Slovakia,1983,200.0,161.56,80.78
703,Slovakia,1984,200.0,159.1,79.55
703,Slovakia,1985,200.0,160.56,80.28
703,Slovakia,1986,200.0,162.75,81.37
703,Slovakia,1987,200.0,165.76,82.88
703,Slovakia,1988,200.0,161.3,80.65
703,Slovakia,1989,200.0,159.85,79.93
703,Slovakia,1990,190.0,126.68,66.67
703,Slovakia,1991,200.0,101.7,50.85
703,Slovakia,1992,200.0,87.66,43.83
703,Slovakia,1993,200.0,85.95,42.98
703,Slovakia,1994,180.0,96.58,53.65
703,Slovakia,1995,150.0,103.78,69.19
703,Slovakia,1996,115.0,105.18,91.46
703,Slovakia,1997,115.0,106.72,92.8
703,Slovakia,1998,115.0,109.45,95.17
703,Slovakia,1999,115.0,109.03,94.81
703,Slovakia,2000,120.0,108.99,90.82
703,Slovakia,2001,122.0,110.29,90.4
703,Slovakia,2002,122.0,112.8,92.46
703,Slovakia,2003,122.0,113.5,93.04
703,Slovakia,2004,122.0,114.42,93.78
703,Slovakia,2005,122.0,109.25,89.55
703,Slovakia,2006,122.0,113.28,92.86
703,Slovakia,2007,122.0,119.59,98.02
703,Slovakia,2008,122.0,117.1,95.98
703,Slovakia,2009,122.0,114.47,93.83
703,Slovakia,2010,122.0,109.51,89.76
703,Slovakia,2011,122.0,120.31,98.62
703,Slovakia,2012,122.0,108.13,88.63
703,Slovakia,2013,122.0,116.3,95.32
703,Slovakia,2014,122.0,104.83,85.93
703,Slovakia,2015,122.0,119.09,97.61
703,Slovakia,2016,122.0,114.92,94.19
703,Slovakia,2017,122.0,111.6,91.47
703,Slovakia,2018,122.0,109.01,89.35
703,Slovakia,2019,122.0,102.62,84.11
703,Slovakia,2020,122.0,111.65,91.52
703,Slovakia,2021,122.0,110.59,90.65
703,Slovakia,2022,122.0,108.34,88.81
703,Slovakia,2023,122.0,104.97,86.04
703,Slovakia,2024,122.0,94.36,77.35
703,Slovakia,2025,122.0,110.0,90.16
704,Vietnam,1978,0.0,,
704,Vietnam,1979,0.0,,
704,Vietnam,1980,0.0,0.0,
704,Vietnam,1981,0.0,0.0,
704,Vietnam,1982,0.0,0.0,
704,Vietnam,1983,0.0,0.0,
704,Vietnam,1984,0.0,0.0,
704,Vietnam,1985,0.0,0.0,
704,Vietnam,1986,0.0,0.0,
704,Vietnam,1987,0.0,0.0,
704,Vietnam,1988,1.0,0.76,76.1
704,Vietnam,1989,1.0,0.76,76.31
704,Vietnam,1990,1.0,0.76,76.31
704,Vietnam,1991,1.0,0.76,76.31
704,Vietnam,1992,1.0,0.76,76.1
704,Vietnam,1993,1.0,0.0,0.0
704,Vietnam,1994,1.0,0.0,0.0
704,Vietnam,1995,1.0,0.0,0.0
704,Vietnam,1996,1.0,0.0,0.0
704,Vietnam,1997,1.0,0.0,0.0
704,Vietnam,1998,3.0,2.41,80.33
704,Vietnam,1999,8.0,6.43,80.33
704,Vietnam,2000,8.0,7.61,95.13
704,Vietnam,2001,8.0,6.43,80.33
704,Vietnam,2002,8.0,6.43,80.33
704,Vietnam,2003,8.0,3.01,37.65
704,Vietnam,2004,11.0,8.01,72.83
704,Vietnam,2005,11.0,9.04,82.15
704,Vietnam,2006,11.0,9.04,82.15
704,Vietnam,2007,14.0,10.04,71.72
704,Vietnam,2008,14.0,10.01,71.53
704,Vietnam,2009,162.0,28.12,17.35
704,Vietnam,2010,162.0,120.69,74.5
704,Vietnam,2011,159.0,136.96,86.14
704,Vietnam,2012,159.0,125.72,79.07
704,Vietnam,2013,159.0,147.85,92.99
704,Vietnam,2014,159.0,128.59,80.88
704,Vietnam,2015,159.0,155.39,97.73
704,Vietnam,2016,163.0,155.04,95.12
704,Vietnam,2017,167.0,141.21,84.55
704,Vietnam,2018,367.0,220.83,60.17
704,Vietnam,2019,367.0,276.48,75.33
704,Vietnam,2020,367.0,276.1,75.23
704,Vietnam,2021,367.0,307.6,83.81
704,Vietnam,2022,367.0,355.56,96.88
704,Vietnam,2023,367.0,326.82,89.05
704,Vietnam,2024,367.0,385.02,104.91
704,Vietnam,2025,367.0,384.0,104.63
710,South Africa,1965,305.0,,
710,South Africa,1966,395.0,,
710,South Africa,1967,395.0,,
710,South Africa,1968,395.0,,
710,South Africa,1969,395.0,,
710,South Africa,1970,395.0,,
710,South Africa,1971,473.0,,
710,South Africa,1972,473.0,,
710,South Africa,1973,473.0,,
710,South Africa,1974,473.0,,
710,South Africa,1975,473.0,,
710,South Africa,1976,473.0,,
710,South Africa,1977,473.0,,
710,South Africa,1978,473.0,,
710,South Africa,1979,491.0,,
710,South Africa,1980,491.0,252.18,51.36
710,South Africa,1981,491.0,255.79,52.1
710,South Africa,1982,491.0,260.71,53.1
710,South Africa,1983,388.0,237.07,61.1
710,South Africa,1984,324.0,245.43,75.75
710,South Africa,1985,324.0,231.77,71.53
710,South Africa,1986,324.0,221.06,68.23
710,South Africa,1987,324.0,233.33,72.02
710,South Africa,1988,324.0,257.07,79.34
710,South Africa,1989,324.0,255.73,78.93
710,South Africa,1990,324.0,275.87,85.14
710,South Africa,1991,324.0,278.82,86.06
710,South Africa,1992,324.0,258.51,79.79
710,South Africa,1993,380.0,268.98,70.78
710,South Africa,1994,451.0,285.41,63.28
710,South Africa,1995,461.0,336.2,72.93
710,South Africa,1996,464.0,320.66,69.11
710,South Africa,1997,466.0,438.57,94.11
710,South Africa,1998,466.0,335.45,71.99
710,South Africa,1999,476.0,355.09,74.6
710,South Africa,2000,481.0,366.72,76.24
710,South Africa,2001,486.0,450.72,92.74
710,South Africa,2002,505.0,464.28,91.94
710,South Africa,2003,514.0,454.44,88.41
710,South Africa,2004,517.0,424.6,82.13
710,South Africa,2005,520.0,466.52,89.71
710,South Africa,2006,520.0,397.34,76.41
710,South Africa,2007,520.0,400.27,76.98
710,South Africa,2008,520.0,417.12,80.22
710,South Africa,2009,520.0,397.63,76.47
710,South Africa,2010,520.0,399.55,76.84
710,South Africa,2011,520.0,392.9,75.56
710,South Africa,2012,520.0,412.71,79.37
710,South Africa,2013,520.0,421.95,81.14
710,South Africa,2014,520.0,439.63,84.54
710,South Africa,2015,520.0,452.62,87.04
710,South Africa,2016,510.0,474.41,93.02
710,South Africa,2017,510.0,447.23,87.69
710,South Africa,2018,510.0,455.05,89.23
710,South Africa,2019,510.0,444.64,87.18
710,South Africa,2020,499.0,217.3,43.55
710,South Africa,2021,385.0,117.84,30.61
710,South Africa,2022,253.0,125.65,49.67
710,South Africa,2023,209.0,115.89,55.45
710,South Africa,2024,209.0,116.16,55.58
710,South Africa,2025,209.0,118.06,56.49
724,Spain,1965,311.0,,
724,Spain,1966,341.0,,
724,Spain,1967,482.0,,
724,Spain,1968,511.0,,
724,Spain,1969,723.0,,
724,Spain,1970,894.0,,
724,Spain,1971,894.0,,
724,Spain,1972,894.0,,
724,Spain,1973,894.0,,
724,Spain,1974,964.0,,
724,Spain,1975,994.0,,
724,Spain,1976,1212.0,,
724,Spain,1977,1275.0,,
724,Spain,1978,1362.0,,
724,Spain,1979,1372.0,,
724,Spain,1980,1392.0,981.76,70.53
724,Spain,1981,1422.0,938.22,65.98
724,Spain,1982,1427.0,897.31,62.88
724,Spain,1983,1402.0,894.5,63.8
724,Spain,1984,1372.0,870.69,63.46
724,Spain,1985,1312.0,895.32,68.24
724,Spain,1986,1312.0,975.75,74.37
724,Spain,1987,1312.0,931.53,71.0
724,Spain,1988,1312.0,982.76,74.91
724,Spain,1989,1287.0,1002.4,77.89
724,Spain,1990,1267.0,1016.76,80.25
724,Spain,1991,1272.0,1060.22,83.35
724,Spain,1992,1272.0,1100.3,86.5
724,Spain,1993,1277.0,1044.29,81.78
724,Spain,1994,1282.0,1101.73,85.94
724,Spain,1995,1308.0,1109.64,84.83
724,Spain,1996,1324.0,1095.35,82.73
724,Spain,1997,1312.0,1115.2,85.0
724,Spain,1998,1312.0,1200.37,91.49
724,Spain,1999,1326.0,1180.75,89.05
724,Spain,2000,1330.0,1143.48,85.98
724,Spain,2001,1330.0,1131.61,85.08
724,Spain,2002,1330.0,1133.96,85.26
724,Spain,2003,1347.0,1149.08,85.31
724,Spain,2004,1372.0,1199.04,87.39
724,Spain,2005,1377.0,1194.85,86.77
724,Spain,2006,1361.57,1210.33,88.89
724,Spain,2007,1361.57,1158.82,85.11
724,Spain,2008,1361.57,1173.8,86.21
724,Spain,2009,1361.57,1057.35,77.66
724,Spain,2010,1421.42,1060.22,74.59
724,Spain,2011,1541.91,1050.62,68.14
724,Spain,2012,1546.33,1186.28,76.72
724,Spain,2013,1546.33,1167.62,75.51
724,Spain,2014,1546.33,1185.29,76.65
724,Spain,2015,1562.39,1305.97,83.59
724,Spain,2016,1562.39,1301.54,83.3
724,Spain,2017,1562.39,1326.19,84.88
724,Spain,2018,1564.2,1363.44,87.17
724,Spain,2019,1586.49,1318.36,83.1
724,Spain,2020,1586.49,1104.59,69.62
724,Spain,2021,1590.51,1143.12,71.87
724,Spain,2022,1590.51,1275.02,80.16
724,Spain,2023,1590.51,1242.8,78.14
724,Spain,2024,1590.51,1288.49,81.01
724,Spain,2025,1532.0,1279.72,83.53
752,Sweden,1965,98.0,,
752,Sweden,1966,153.0,,
752,Sweden,1967,153.0,,
752,Sweden,1968,253.0,,
752,Sweden,1969,253.0,,
752,Sweden,1970,253.0,,
752,Sweden,1971,253.0,,
752,Sweden,1972,253.0,,
752,Sweden,1973,253.0,,
752,Sweden,1974,253.0,,
752,Sweden,1975,253.0,,
752,Sweden,1976,420.0,,
752,Sweden,1977,420.0,,
752,Sweden,1978,426.0,,
752,Sweden,1979,441.0,,
752,Sweden,1980,471.0,344.0,73.04
752,Sweden,1981,471.0,282.0,59.87
752,Sweden,1982,451.0,261.0,57.87
752,Sweden,1983,451.0,283.0,62.75
752,Sweden,1984,444.0,282.0,63.51
752,Sweden,1985,439.0,277.0,63.1
752,Sweden,1986,439.0,370.0,84.28
752,Sweden,1987,439.0,327.0,74.49
752,Sweden,1988,439.0,303.0,69.02
752,Sweden,1989,436.0,335.69,76.99
752,Sweden,1990,436.0,348.37,79.9
752,Sweden,1991,436.0,335.45,76.94
752,Sweden,1992,436.0,347.85,79.78
752,Sweden,1993,436.0,366.88,84.15
752,Sweden,1994,436.0,361.04,82.81
752,Sweden,1995,436.0,365.32,83.79
752,Sweden,1996,436.0,396.56,90.95
752,Sweden,1997,436.0,415.58,95.32
752,Sweden,1998,436.0,406.99,93.35
752,Sweden,1999,436.0,402.05,92.21
752,Sweden,2000,454.0,412.34,90.82
752,Sweden,2001,454.0,405.04,89.22
752,Sweden,2002,454.0,386.48,85.13
752,Sweden,2003,454.0,403.79,88.94
752,Sweden,2004,454.0,424.38,93.48
752,Sweden,2005,454.0,412.57,90.87
752,Sweden,2006,454.0,415.46,91.51
752,Sweden,2007,454.0,368.79,81.23
752,Sweden,2008,454.0,413.2,91.01
752,Sweden,2009,454.0,394.39,86.87
752,Sweden,2010,454.0,406.18,89.47
752,Sweden,2011,454.0,374.41,82.47
752,Sweden,2012,454.0,416.87,91.82
752,Sweden,2013,454.0,331.92,73.11
752,Sweden,2014,454.0,379.51,83.59
752,Sweden,2015,454.0,401.28,88.39
752,Sweden,2016,454.0,394.96,87.0
