# Scholarly publications on artificial intelligence
# total: annual count of AI publications; per_million: same, per million population
# Original source: Stanford AI Index Report, via Our World in Data
# Compiled by Muhammad Ikram, https://drmuhammadikram.com/data/ai-research/
# Free to use. Please cite the original source and this compilation.
iso_numeric,country,year,total,per_million
418,Laos,2017,1.0,0.142
418,Laos,2019,3.0,0.415
418,Laos,2020,2.0,0.272
418,Laos,2021,1.0,0.134
418,Laos,2022,2.0,0.265
418,Laos,2024,5.0,0.644
422,Lebanon,2016,120.0,18.978
422,Lebanon,2017,139.0,22.564
422,Lebanon,2018,199.0,33.255
422,Lebanon,2019,202.0,34.86
422,Lebanon,2020,194.0,34.021
422,Lebanon,2021,223.0,38.999
422,Lebanon,2022,303.0,52.746
422,Lebanon,2023,589.0,102.018
422,Lebanon,2024,412.0,70.962
426,Lesotho,2017,1.0,0.464
426,Lesotho,2019,1.0,0.453
426,Lesotho,2021,2.0,0.884
426,Lesotho,2022,1.0,0.437
426,Lesotho,2023,2.0,0.865
426,Lesotho,2024,4.0,1.711
428,Latvia,2016,46.0,23.471
428,Latvia,2017,72.0,37.064
428,Latvia,2018,70.0,36.315
428,Latvia,2019,88.0,45.971
428,Latvia,2020,131.0,68.907
428,Latvia,2021,112.0,59.398
428,Latvia,2022,114.0,60.604
428,Latvia,2023,126.0,66.936
428,Latvia,2024,114.0,60.902
430,Liberia,2019,1.0,0.198
430,Liberia,2021,1.0,0.19
430,Liberia,2022,11.0,2.047
430,Liberia,2023,3.0,0.546
430,Liberia,2024,6.0,1.069
434,Libya,2016,17.0,2.563
434,Libya,2017,22.0,3.265
434,Libya,2018,29.0,4.234
434,Libya,2019,28.0,4.028
434,Libya,2020,54.0,7.665
434,Libya,2021,79.0,11.072
434,Libya,2022,99.0,13.705
434,Libya,2023,125.0,17.11
434,Libya,2024,109.0,14.768
440,Lithuania,2016,96.0,33.46
440,Lithuania,2017,104.0,36.758
440,Lithuania,2018,110.0,39.251
440,Lithuania,2019,139.0,49.731
440,Lithuania,2020,180.0,64.383
440,Lithuania,2021,245.0,87.673
440,Lithuania,2022,246.0,87.329
440,Lithuania,2023,282.0,98.805
440,Lithuania,2024,297.0,103.878
442,Luxembourg,2016,132.0,226.217
442,Luxembourg,2017,148.0,248.112
442,Luxembourg,2018,177.0,291.066
442,Luxembourg,2019,169.0,272.507
442,Luxembourg,2020,238.0,377.42
442,Luxembourg,2021,248.0,387.333
442,Luxembourg,2022,242.0,370.419
442,Luxembourg,2023,330.0,496.165
442,Luxembourg,2024,314.0,466.538
450,Madagascar,2016,1.0,0.038
450,Madagascar,2017,2.0,0.075
450,Madagascar,2018,3.0,0.109
450,Madagascar,2019,11.0,0.39
450,Madagascar,2020,11.0,0.38
450,Madagascar,2021,16.0,0.539
450,Madagascar,2022,6.0,0.197
450,Madagascar,2023,16.0,0.513
450,Madagascar,2024,12.0,0.375
454,Malawi,2017,1.0,0.055
454,Malawi,2018,1.0,0.054
454,Malawi,2019,4.0,0.21
454,Malawi,2020,4.0,0.205
454,Malawi,2021,8.0,0.399
454,Malawi,2022,15.0,0.729
454,Malawi,2023,29.0,1.374
454,Malawi,2024,35.0,1.616
458,Malaysia,2016,1545.0,48.601
458,Malaysia,2017,1644.0,50.81
458,Malaysia,2018,1994.0,60.588
458,Malaysia,2019,2216.0,66.267
458,Malaysia,2020,2299.0,67.838
458,Malaysia,2021,3269.0,95.355
458,Malaysia,2022,3353.0,96.641
458,Malaysia,2023,3914.0,111.427
458,Malaysia,2024,4243.0,119.327
462,Maldives,2017,1.0,2.182
462,Maldives,2018,1.0,2.114
462,Maldives,2019,2.0,4.101
462,Maldives,2020,4.0,7.966
462,Maldives,2021,1.0,1.937
462,Maldives,2022,7.0,13.356
462,Maldives,2023,5.0,9.506
462,Maldives,2024,6.0,11.368
466,Mali,2016,3.0,0.156
466,Mali,2017,5.0,0.252
466,Mali,2018,3.0,0.147
466,Mali,2019,1.0,0.047
466,Mali,2020,4.0,0.184
466,Mali,2021,3.0,0.134
466,Mali,2022,10.0,0.433
466,Mali,2023,5.0,0.21
466,Mali,2024,4.0,0.163
470,Malta,2016,60.0,131.788
470,Malta,2017,69.0,147.467
470,Malta,2018,62.0,127.951
470,Malta,2019,72.0,142.852
470,Malta,2020,82.0,158.236
470,Malta,2021,107.0,204.049
470,Malta,2022,91.0,172.285
470,Malta,2023,96.0,180.125
470,Malta,2024,89.0,164.933
478,Mauritania,2016,2.0,0.489
478,Mauritania,2017,1.0,0.237
478,Mauritania,2018,1.0,0.231
478,Mauritania,2020,2.0,0.435
478,Mauritania,2021,5.0,1.056
478,Mauritania,2022,4.0,0.82
478,Mauritania,2023,8.0,1.593
478,Mauritania,2024,7.0,1.354
480,Mauritius,2016,6.0,4.645
480,Mauritius,2017,9.0,6.973
480,Mauritius,2018,21.0,16.294
480,Mauritius,2019,29.0,22.546
480,Mauritius,2020,25.0,19.482
480,Mauritius,2021,35.0,27.352
480,Mauritius,2022,43.0,33.696
480,Mauritius,2023,48.0,37.689
480,Mauritius,2024,49.0,38.547
484,Mexico,2016,954.0,7.804
484,Mexico,2017,909.0,7.366
484,Mexico,2018,1159.0,9.304
484,Mexico,2019,1327.0,10.552
484,Mexico,2020,1364.0,10.757
484,Mexico,2021,1461.0,11.446
484,Mexico,2022,1242.0,9.657
484,Mexico,2023,1358.0,10.467
484,Mexico,2024,1456.0,11.126
496,Mongolia,2016,8.0,2.631
496,Mongolia,2017,12.0,3.866
496,Mongolia,2018,9.0,2.841
496,Mongolia,2019,15.0,4.641
496,Mongolia,2020,15.0,4.558
496,Mongolia,2021,36.0,10.779
496,Mongolia,2022,48.0,14.176
496,Mongolia,2023,31.0,9.033
496,Mongolia,2024,42.0,12.084
498,Moldova,2016,7.0,2.162
498,Moldova,2017,9.0,2.818
498,Moldova,2018,6.0,1.902
498,Moldova,2019,5.0,1.606
498,Moldova,2020,16.0,5.213
498,Moldova,2021,13.0,4.299
498,Moldova,2022,26.0,8.553
498,Moldova,2023,15.0,4.891
498,Moldova,2024,16.0,5.272
499,Montenegro,2016,13.0,20.825
499,Montenegro,2017,9.0,14.514
499,Montenegro,2018,14.0,22.735
499,Montenegro,2019,15.0,24.523
499,Montenegro,2020,30.0,49.347
499,Montenegro,2021,32.0,52.993
499,Montenegro,2022,33.0,53.689
499,Montenegro,2023,34.0,53.666
499,Montenegro,2024,43.0,67.347
504,Morocco,2016,487.0,13.905
504,Morocco,2017,602.0,16.983
504,Morocco,2018,669.0,18.666
504,Morocco,2019,723.0,19.966
504,Morocco,2020,927.0,25.339
504,Morocco,2021,1032.0,27.926
504,Morocco,2022,1047.0,28.048
504,Morocco,2023,1331.0,35.293
504,Morocco,2024,1540.0,40.44
508,Mozambique,2016,3.0,0.11
508,Mozambique,2018,1.0,0.034
508,Mozambique,2019,5.0,0.167
508,Mozambique,2020,6.0,0.195
508,Mozambique,2021,9.0,0.284
508,Mozambique,2022,6.0,0.184
508,Mozambique,2023,16.0,0.476
508,Mozambique,2024,15.0,0.433
512,Oman,2016,51.0,11.615
512,Oman,2017,49.0,10.799
512,Oman,2018,76.0,16.529
512,Oman,2019,96.0,20.909
512,Oman,2020,117.0,25.871
512,Oman,2021,189.0,41.996
512,Oman,2022,253.0,53.486
512,Oman,2023,404.0,80.012
512,Oman,2024,595.0,112.656
516,Namibia,2016,7.0,2.87
516,Namibia,2017,5.0,1.995
516,Namibia,2018,8.0,3.104
516,Namibia,2019,2.0,0.755
516,Namibia,2020,8.0,2.932
516,Namibia,2021,21.0,7.472
516,Namibia,2022,9.0,3.115
516,Namibia,2023,26.0,8.775
516,Namibia,2024,42.0,13.861
524,Nepal,2016,16.0,0.572
524,Nepal,2017,15.0,0.535
524,Nepal,2018,33.0,1.175
524,Nepal,2019,60.0,2.112
524,Nepal,2020,78.0,2.693
524,Nepal,2021,88.0,2.986
524,Nepal,2022,131.0,4.408
524,Nepal,2023,172.0,5.792
524,Nepal,2024,181.0,6.104
528,Netherlands,2016,1959.0,113.864
528,Netherlands,2017,1962.0,113.31
528,Netherlands,2018,2489.0,142.871
528,Netherlands,2019,2992.0,170.606
528,Netherlands,2020,3602.0,204.233
528,Netherlands,2021,4128.0,232.818
528,Netherlands,2022,3904.0,218.047
528,Netherlands,2023,4554.0,251.706
528,Netherlands,2024,3978.0,218.227
554,New Zealand,2016,488.0,103.505
554,New Zealand,2017,557.0,115.734
554,New Zealand,2018,567.0,115.694
554,New Zealand,2019,674.0,135.086
554,New Zealand,2020,770.0,151.877
554,New Zealand,2021,761.0,148.991
554,New Zealand,2022,779.0,151.801
554,New Zealand,2023,913.0,176.499
554,New Zealand,2024,906.0,173.765
558,Nicaragua,2016,2.0,0.321
558,Nicaragua,2017,1.0,0.158
558,Nicaragua,2019,3.0,0.463
558,Nicaragua,2020,3.0,0.457
558,Nicaragua,2021,4.0,0.602
558,Nicaragua,2022,2.0,0.297
558,Nicaragua,2023,1.0,0.147
558,Nicaragua,2024,1.0,0.145
562,Niger,2016,1.0,0.048
562,Niger,2019,2.0,0.087
562,Niger,2022,5.0,0.198
562,Niger,2023,3.0,0.115
562,Niger,2024,5.0,0.185
566,Nigeria,2016,161.0,0.824
566,Nigeria,2017,229.0,1.144
566,Nigeria,2018,220.0,1.073
566,Nigeria,2019,437.0,2.086
566,Nigeria,2020,559.0,2.612
566,Nigeria,2021,777.0,3.556
566,Nigeria,2022,844.0,3.782
566,Nigeria,2023,1091.0,4.788
566,Nigeria,2024,1369.0,5.884
578,Norway,2016,546.0,104.279
578,Norway,2017,687.0,130.192
578,Norway,2018,837.0,157.575
578,Norway,2019,1029.0,192.418
578,Norway,2020,1284.0,238.694
578,Norway,2021,1663.0,307.503
578,Norway,2022,1719.0,315.02
578,Norway,2023,2022.0,366.36
578,Norway,2024,1774.0,318.112
586,Pakistan,2016,659.0,2.994
586,Pakistan,2017,858.0,3.843
586,Pakistan,2018,1163.0,5.125
586,Pakistan,2019,1682.0,7.288
586,Pakistan,2020,1975.0,8.404
586,Pakistan,2021,2769.0,11.563
586,Pakistan,2022,3216.0,13.197
586,Pakistan,2023,3500.0,14.141
586,Pakistan,2024,3469.0,13.806
591,Panama,2016,8.0,1.986
591,Panama,2017,13.0,3.172
591,Panama,2018,19.0,4.559
591,Panama,2019,19.0,4.487
591,Panama,2020,17.0,3.96
591,Panama,2021,21.0,4.833
591,Panama,2022,39.0,8.862
591,Panama,2023,25.0,5.607
591,Panama,2024,29.0,6.422
598,Papua New Guinea,2016,1.0,0.112
598,Papua New Guinea,2017,1.0,0.109
598,Papua New Guinea,2018,5.0,0.532
598,Papua New Guinea,2019,8.0,0.833
598,Papua New Guinea,2020,7.0,0.713
598,Papua New Guinea,2021,14.0,1.398
598,Papua New Guinea,2022,12.0,1.176
598,Papua New Guinea,2023,16.0,1.54
598,Papua New Guinea,2024,19.0,1.796
600,Paraguay,2016,21.0,3.36
600,Paraguay,2017,13.0,2.051
600,Paraguay,2018,22.0,3.423
600,Paraguay,2019,20.0,3.07
600,Paraguay,2020,27.0,4.089
600,Paraguay,2021,42.0,6.283
600,Paraguay,2022,21.0,3.106
600,Paraguay,2023,24.0,3.507
600,Paraguay,2024,15.0,2.165
604,Peru,2016,87.0,2.819
604,Peru,2017,121.0,3.863
604,Peru,2018,159.0,4.985
604,Peru,2019,217.0,6.687
604,Peru,2020,292.0,8.892
604,Peru,2021,354.0,10.677
604,Peru,2022,371.0,11.083
604,Peru,2023,534.0,15.778
604,Peru,2024,471.0,13.765
608,Philippines,2016,113.0,1.059
608,Philippines,2017,189.0,1.748
608,Philippines,2018,325.0,2.969
608,Philippines,2019,454.0,4.097
608,Philippines,2020,445.0,3.97
608,Philippines,2021,537.0,4.748
608,Philippines,2022,742.0,6.511
608,Philippines,2023,988.0,8.599
608,Philippines,2024,1133.0,9.78
616,Poland,2016,1834.0,47.931
616,Poland,2017,1901.0,49.693
616,Poland,2018,1996.0,52.195
616,Poland,2019,1954.0,51.117
616,Poland,2020,2000.0,52.396
616,Poland,2021,2274.0,59.779
616,Poland,2022,2121.0,55.255
616,Poland,2023,2582.0,66.61
616,Poland,2024,2346.0,60.873
620,Portugal,2016,1102.0,106.511
620,Portugal,2017,1160.0,112.285
620,Portugal,2018,1263.0,122.32
620,Portugal,2019,1496.0,144.636
620,Portugal,2020,1463.0,141.073
620,Portugal,2021,1805.0,173.709
620,Portugal,2022,1796.0,172.409
620,Portugal,2023,2013.0,192.987
620,Portugal,2024,1927.0,184.839
624,Guinea-Bissau,2018,1.0,0.52
626,East Timor,2017,1.0,0.799
626,East Timor,2018,3.0,2.351
626,East Timor,2019,2.0,1.537
626,East Timor,2021,4.0,2.963
626,East Timor,2022,3.0,2.191
626,East Timor,2023,6.0,4.334
626,East Timor,2024,3.0,2.142
634,Qatar,2016,223.0,85.79
634,Qatar,2017,218.0,80.54
634,Qatar,2018,266.0,96.337
634,Qatar,2019,296.0,105.793
634,Qatar,2020,420.0,149.819
634,Qatar,2021,481.0,170.871
634,Qatar,2022,551.0,190.495
634,Qatar,2023,694.0,232.957
634,Qatar,2024,635.0,208.304
642,Romania,2016,842.0,42.575
642,Romania,2017,827.0,42.002
642,Romania,2018,933.0,47.607
642,Romania,2019,1126.0,57.739
642,Romania,2020,1282.0,66.108
642,Romania,2021,1296.0,67.331
642,Romania,2022,1220.0,63.652
642,Romania,2023,1328.0,69.462
642,Romania,2024,1328.0,69.839
643,Russia,2016,1728.0,11.854
643,Russia,2017,2216.0,15.159
643,Russia,2018,2867.0,19.579
643,Russia,2019,3901.0,26.622
643,Russia,2020,4391.0,29.999
643,Russia,2021,4881.0,33.469
643,Russia,2022,3669.0,25.203
643,Russia,2023,3641.0,25.034
643,Russia,2024,3419.0,23.609
646,Rwanda,2016,4.0,0.336
646,Rwanda,2017,3.0,0.246
646,Rwanda,2018,3.0,0.24
646,Rwanda,2019,14.0,1.096
646,Rwanda,2020,33.0,2.526
646,Rwanda,2021,41.0,3.07
646,Rwanda,2022,52.0,3.809
646,Rwanda,2023,114.0,8.169
646,Rwanda,2024,92.0,6.453
682,Saudi Arabia,2016,667.0,21.714
682,Saudi Arabia,2017,788.0,25.599
682,Saudi Arabia,2018,1029.0,33.888
682,Saudi Arabia,2019,1589.0,52.145
682,Saudi Arabia,2020,2341.0,75.538
682,Saudi Arabia,2021,3307.0,105.559
682,Saudi Arabia,2022,4784.0,148.685
682,Saudi Arabia,2023,5226.0,157.105
682,Saudi Arabia,2024,5488.0,161.589
686,Senegal,2016,10.0,0.665
686,Senegal,2017,18.0,1.163
686,Senegal,2018,30.0,1.885
686,Senegal,2019,31.0,1.896
686,Senegal,2020,47.0,2.799
686,Senegal,2021,39.0,2.265
686,Senegal,2022,42.0,2.379
686,Senegal,2023,71.0,3.928
686,Senegal,2024,65.0,3.513
688,Serbia,2016,247.0,34.661
688,Serbia,2017,260.0,36.757
688,Serbia,2018,272.0,38.746
688,Serbia,2019,344.0,49.382
688,Serbia,2020,346.0,50.088
688,Serbia,2021,459.0,67.15
688,Serbia,2022,531.0,78.189
688,Serbia,2023,540.0,79.726
688,Serbia,2024,537.0,79.718
690,Seychelles,2018,1.0,8.692
690,Seychelles,2022,1.0,7.966
694,Sierra Leone,2017,1.0,0.136
694,Sierra Leone,2019,3.0,0.388
694,Sierra Leone,2020,3.0,0.379
694,Sierra Leone,2021,3.0,0.371
694,Sierra Leone,2022,2.0,0.242
694,Sierra Leone,2023,3.0,0.355
694,Sierra Leone,2024,6.0,0.694
702,Singapore,2016,1654.0,296.525
702,Singapore,2017,1698.0,302.993
702,Singapore,2018,2075.0,368.276
702,Singapore,2019,2454.0,432.838
702,Singapore,2020,2904.0,516.712
702,Singapore,2021,3430.0,618.431
702,Singapore,2022,3396.0,601.074
702,Singapore,2023,4553.0,786.479
702,Singapore,2024,4463.0,765.21
703,Slovakia,2016,276.0,50.854
703,Slovakia,2017,220.0,40.473
703,Slovakia,2018,292.0,53.645
703,Slovakia,2019,369.0,67.699
703,Slovakia,2020,369.0,67.644
703,Slovakia,2021,419.0,76.983
703,Slovakia,2022,454.0,82.95
703,Slovakia,2023,475.0,86.081
703,Slovakia,2024,395.0,71.73
704,Vietnam,2016,561.0,5.968
704,Vietnam,2017,533.0,5.6
704,Vietnam,2018,702.0,7.294
704,Vietnam,2019,1088.0,11.196
704,Vietnam,2020,1472.0,15.008
704,Vietnam,2021,1766.0,17.85
704,Vietnam,2022,1741.0,17.466
704,Vietnam,2023,2001.0,19.94
704,Vietnam,2024,1831.0,18.131
705,Slovenia,2016,205.0,99.448
705,Slovenia,2017,233.0,112.975
705,Slovenia,2018,257.0,124.186
705,Slovenia,2019,297.0,142.553
705,Slovenia,2020,342.0,162.67
705,Slovenia,2021,428.0,202.508
705,Slovenia,2022,359.0,169.721
705,Slovenia,2023,424.0,200.152
705,Slovenia,2024,399.0,188.324
706,Somalia,2018,2.0,0.129
706,Somalia,2019,4.0,0.25
706,Somalia,2020,2.0,0.12
706,Somalia,2021,7.0,0.405
706,Somalia,2022,4.0,0.225
706,Somalia,2023,10.0,0.545
706,Somalia,2024,28.0,1.473
710,South Africa,2016,358.0,6.252
710,South Africa,2017,320.0,5.552
710,South Africa,2018,403.0,6.876
710,South Africa,2019,511.0,8.576
710,South Africa,2020,729.0,12.037
710,South Africa,2021,833.0,13.544
710,South Africa,2022,845.0,13.546
710,South Africa,2023,1119.0,17.702
710,South Africa,2024,1117.0,17.451
716,Zimbabwe,2016,8.0,0.548
716,Zimbabwe,2017,6.0,0.405
716,Zimbabwe,2018,12.0,0.798
716,Zimbabwe,2019,14.0,0.917
716,Zimbabwe,2020,15.0,0.966
716,Zimbabwe,2021,19.0,1.203
716,Zimbabwe,2022,26.0,1.618
716,Zimbabwe,2023,56.0,3.427
716,Zimbabwe,2024,48.0,2.886
724,Spain,2016,3112.0,66.591
724,Spain,2017,3504.0,74.762
724,Spain,2018,3779.0,80.246
724,Spain,2019,4377.0,92.273
724,Spain,2020,4768.0,100.001
724,Spain,2021,5319.0,111.426
724,Spain,2022,5188.0,108.471
724,Spain,2023,5882.0,122.768
724,Spain,2024,5552.0,115.883
728,South Sudan,2022,1.0,0.091
728,South Sudan,2024,1.0,0.084
729,Sudan,2016,45.0,1.091
729,Sudan,2017,62.0,1.452
729,Sudan,2018,65.0,1.47
729,Sudan,2019,66.0,1.449
729,Sudan,2020,53.0,1.133
729,Sudan,2021,97.0,2.018
729,Sudan,2022,81.0,1.64
729,Sudan,2023,89.0,1.778
729,Sudan,2024,79.0,1.566
740,Suriname,2021,1.0,1.618
748,Eswatini,2016,1.0,0.87
748,Eswatini,2017,1.0,0.863
748,Eswatini,2018,2.0,1.711
748,Eswatini,2019,1.0,0.848
748,Eswatini,2020,6.0,5.03
748,Eswatini,2021,5.0,4.144
748,Eswatini,2022,8.0,6.563
748,Eswatini,2023,4.0,3.251
748,Eswatini,2024,8.0,6.437
752,Sweden,2016,1106.0,111.455
752,Sweden,2017,1144.0,113.742
752,Sweden,2018,1318.0,129.528
752,Sweden,2019,1635.0,159.06
752,Sweden,2020,2110.0,203.792
752,Sweden,2021,2303.0,221.099
752,Sweden,2022,2381.0,227.036
752,Sweden,2023,2691.0,255.035
752,Sweden,2024,2519.0,237.485
756,Switzerland,2016,1475.0,176.121
756,Switzerland,2017,1716.0,202.99
756,Switzerland,2018,2087.0,245.058
756,Switzerland,2019,2519.0,293.674
756,Switzerland,2020,3154.0,365.022
756,Switzerland,2021,3645.0,418.628
756,Switzerland,2022,3633.0,413.208
756,Switzerland,2023,3815.0,430.074
756,Switzerland,2024,3310.0,370.994
760,Syria,2016,15.0,0.782
760,Syria,2017,10.0,0.52
760,Syria,2018,19.0,0.97
760,Syria,2019,28.0,1.376
760,Syria,2020,45.0,2.138
760,Syria,2021,53.0,2.45
760,Syria,2022,63.0,2.805
760,Syria,2023,67.0,2.84
760,Syria,2024,78.0,3.161
762,Tajikistan,2018,2.0,0.215
762,Tajikistan,2019,4.0,0.42
762,Tajikistan,2020,5.0,0.513
762,Tajikistan,2021,8.0,0.803
762,Tajikistan,2022,3.0,0.295
762,Tajikistan,2023,5.0,0.481
762,Tajikistan,2024,7.0,0.661
764,Thailand,2016,585.0,8.256
764,Thailand,2017,655.0,9.205
764,Thailand,2018,799.0,11.194
764,Thailand,2019,898.0,12.556
764,Thailand,2020,870.0,12.144
764,Thailand,2021,1173.0,16.354
764,Thailand,2022,1357.0,18.917
764,Thailand,2023,1586.0,22.119
764,Thailand,2024,1812.0,25.283
768,Togo,2020,3.0,0.385
768,Togo,2021,5.0,0.63
768,Togo,2022,5.0,0.62
768,Togo,2023,7.0,0.851
768,Togo,2024,8.0,0.952
780,Trinidad and Tobago,2016,8.0,5.567
780,Trinidad and Tobago,2017,5.0,3.46
780,Trinidad and Tobago,2018,5.0,3.4
780,Trinidad and Tobago,2019,14.0,9.428
780,Trinidad and Tobago,2020,22.0,14.855
780,Trinidad and Tobago,2021,19.0,12.771
780,Trinidad and Tobago,2022,27.0,18.049
780,Trinidad and Tobago,2023,34.0,22.622
780,Trinidad and Tobago,2024,32.0,21.223
784,United Arab Emirates,2016,283.0,31.337
784,United Arab Emirates,2017,380.0,41.151
784,United Arab Emirates,2018,520.0,55.634
784,United Arab Emirates,2019,745.0,79.442
784,United Arab Emirates,2020,1030.0,109.012
784,United Arab Emirates,2021,1395.0,142.506
784,United Arab Emirates,2022,1766.0,172.426
784,United Arab Emirates,2023,2590.0,243.373
784,United Arab Emirates,2024,2718.0,246.483
788,Tunisia,2016,774.0,67.137
788,Tunisia,2017,702.0,60.255
788,Tunisia,2018,670.0,56.946
788,Tunisia,2019,619.0,52.126
788,Tunisia,2020,764.0,63.805
788,Tunisia,2021,790.0,65.568
788,Tunisia,2022,793.0,65.433
788,Tunisia,2023,939.0,76.964
788,Tunisia,2024,930.0,75.751
792,Turkey,2016,1519.0,18.603
792,Turkey,2017,1793.0,21.581
792,Turkey,2018,2158.0,25.564
792,Turkey,2019,2381.0,27.894
792,Turkey,2020,2863.0,33.255
792,Turkey,2021,3630.0,41.875
792,Turkey,2022,3934.0,45.188
792,Turkey,2023,4608.0,52.801
792,Turkey,2024,4962.0,56.726
795,Turkmenistan,2023,3.0,0.407
795,Turkmenistan,2024,3.0,0.4
800,Uganda,2016,8.0,0.206
800,Uganda,2017,13.0,0.324
800,Uganda,2018,24.0,0.577
800,Uganda,2019,21.0,0.488
800,Uganda,2020,35.0,0.787
800,Uganda,2021,45.0,0.98
800,Uganda,2022,53.0,1.12
800,Uganda,2023,103.0,2.117
800,Uganda,2024,139.0,2.779
804,Ukraine,2016,424.0,9.295
804,Ukraine,2017,530.0,11.665
804,Ukraine,2018,740.0,16.368
804,Ukraine,2019,916.0,20.375
804,Ukraine,2020,1158.0,25.918
804,Ukraine,2021,1075.0,24.267
804,Ukraine,2022,993.0,24.191
804,Ukraine,2023,1421.0,37.66
804,Ukraine,2024,1251.0,33.043
807,North Macedonia,2016,48.0,24.474
807,North Macedonia,2017,71.0,36.581
807,North Macedonia,2018,71.0,36.984
807,North Macedonia,2019,69.0,36.361
807,North Macedonia,2020,92.0,49.145
807,North Macedonia,2021,86.0,46.459
807,North Macedonia,2022,106.0,57.601
807,North Macedonia,2023,115.0,62.78
807,North Macedonia,2024,100.0,54.854
818,Egypt,2016,701.0,6.897
818,Egypt,2017,746.0,7.194
818,Egypt,2018,902.0,8.535
818,Egypt,2019,1096.0,10.19
818,Egypt,2020,1498.0,13.704
818,Egypt,2021,1982.0,17.863
818,Egypt,2022,2403.0,21.338
818,Egypt,2023,2662.0,23.242
818,Egypt,2024,2390.0,20.508
826,United Kingdom,2016,6936.0,105.261
826,United Kingdom,2017,7657.0,115.395
826,United Kingdom,2018,9084.0,136.085
826,United Kingdom,2019,10899.0,162.403
826,United Kingdom,2020,13036.0,193.551
826,United Kingdom,2021,14541.0,214.885
826,United Kingdom,2022,13666.0,200.442
826,United Kingdom,2023,16604.0,241.748
826,United Kingdom,2024,15494.0,224.102
834,Tanzania,2016,10.0,0.186
834,Tanzania,2017,16.0,0.287
834,Tanzania,2018,4.0,0.07
834,Tanzania,2019,21.0,0.355
834,Tanzania,2020,36.0,0.59
834,Tanzania,2021,52.0,0.828
834,Tanzania,2022,82.0,1.267
834,Tanzania,2023,97.0,1.456
834,Tanzania,2024,83.0,1.211
840,United States,2016,22475.0,68.276
840,United States,2017,25546.0,76.898
840,United States,2018,32045.0,95.641
840,United States,2019,40074.0,118.636
840,United States,2020,47482.0,139.885
840,United States,2021,50813.0,149.379
840,United States,2022,43752.0,128.104
840,United States,2023,50621.0,147.378
840,United States,2024,50810.0,147.093
854,Burkina Faso,2016,2.0,0.103
854,Burkina Faso,2017,2.0,0.101
854,Burkina Faso,2018,5.0,0.245
854,Burkina Faso,2019,5.0,0.239
854,Burkina Faso,2020,10.0,0.466
854,Burkina Faso,2021,14.0,0.637
854,Burkina Faso,2022,18.0,0.8
854,Burkina Faso,2023,20.0,0.869
854,Burkina Faso,2024,33.0,1.401
858,Uruguay,2016,32.0,9.469
858,Uruguay,2017,39.0,11.51
858,Uruguay,2018,37.0,10.9
858,Uruguay,2019,48.0,14.129
858,Uruguay,2020,57.0,16.77
858,Uruguay,2021,80.0,23.552
858,Uruguay,2022,65.0,19.169
858,Uruguay,2023,73.0,21.546
858,Uruguay,2024,78.0,23.032
860,Uzbekistan,2016,5.0,0.16
860,Uzbekistan,2017,11.0,0.346
860,Uzbekistan,2018,13.0,0.402
860,Uzbekistan,2019,67.0,2.032
860,Uzbekistan,2020,108.0,3.216
860,Uzbekistan,2021,218.0,6.366
860,Uzbekistan,2022,175.0,5.009
860,Uzbekistan,2023,312.0,8.751
860,Uzbekistan,2024,481.0,13.228
862,Venezuela,2016,51.0,1.658
862,Venezuela,2017,64.0,2.094
862,Venezuela,2018,45.0,1.51
862,Venezuela,2019,65.0,2.246
862,Venezuela,2020,41.0,1.441
862,Venezuela,2021,49.0,1.735
862,Venezuela,2022,45.0,1.595
862,Venezuela,2023,32.0,1.131
862,Venezuela,2024,45.0,1.584
887,Yemen,2016,38.0,1.183
887,Yemen,2017,31.0,0.937
887,Yemen,2018,33.0,0.968
887,Yemen,2019,70.0,1.994
887,Yemen,2020,87.0,2.408
887,Yemen,2021,173.0,4.658
887,Yemen,2022,204.0,5.337
887,Yemen,2023,207.0,5.255
887,Yemen,2024,187.0,4.608
894,Zambia,2016,1.0,0.059
894,Zambia,2017,3.0,0.172
894,Zambia,2018,4.0,0.223
894,Zambia,2019,17.0,0.918
894,Zambia,2020,10.0,0.525
894,Zambia,2021,17.0,0.867
894,Zambia,2022,19.0,0.943
894,Zambia,2023,41.0,1.978
894,Zambia,2024,24.0,1.126
